,Unnamed: 0,Date,Name,Tweets,Tags,Hashtags,classofspeech
2119,2119,1561761692,Damian from Brighton #policypolicypolicy,"RT if you think @tom_watson wants @UKLabour to lose the next election, like if you think he wants Labour to win.pic.twitter.com/pGWdrUNdW3",,[],offensive_language
2136,2136,1561766258,USGA,"The look of a man who made his 17th straight #USSeniorOpen cut. What time does Tom Watson play on Saturday?

Round 3 Tee Times: https://on.usga.org/2NAoDFNÂ pic.twitter.com/6IqhvSSai8",,['USSeniorOpen'],offensive_language
2147,2147,1561752919,Mark Chesham,IÂve had 50 years of this shit. Grow up and sort yourself out.  ThereÂs the once in several generations chance of a transformative Labour govt and youÂll piss it away because of Tom Watson or Jon Lansman!,,[],offensive_language
2150,2150,1561751153,Anonymous,"We need a party that fights #ForAllOfUs
Corbyn does this. Day in day out all his adult life. Despite the constant attacks as they tried to ""break him as a man"".
There is another chicken coup led by Tom Watson. Time we showed who's side we are on. 
#WatsonOutNowpic.twitter.com/CGS7B8zmru",,"['ForAllOfUs', 'WatsonOutNowpic.twitter.com/CGS7B8zmru']",offensive_language
2166,2166,1561821670,michael r jackson,Stormzy will never say this about you......I wonder why?pic.twitter.com/GJdWubWhe1,,[],offensive_language
2170,2170,1561839419,Anonymous,"You represent yourself as a modern cosmopolitan liberal politician 

How does that square with blatant lying, dragging the name of Chris Williamson through the mud

He never said Âwe have been too apologetic about antisemitismÂ and you know it!

#IStandWithChrisWilliamsonpic.twitter.com/9FYRadrBs4",,['IStandWithChrisWilliamsonpic.twitter.com/9FYRadrBs4'],offensive_language
2185,2185,1561826436,Anonymous,congratulations @tom_watson on a genuinely inspirational transformation. it is just a shame you are a cunt https://twitter.com/JAHeale/status/1144936252048859136Â Â,,[],offensive_language
2215,2215,1561929511,Damian from Brighton #policypolicypolicy,"Colleagues say @tom_watson is unfit to be deputy leader of @UKLabour.

RT if you agreehttps://twitter.com/skwawkbox/status/1145438472951554048Â Â",,[],offensive_language
2257,2257,1561959882,Anonymous,I will tell you what IÂm concerned about. People like yourself and the despicable tom Watson being JUDGE JURY AND FUCKING EXECUTIONER!! How would you like a serious complaint about you be put on trial by social media. You are a lawyer are you not ? Show some professionalism!! https://twitter.com/Keir_Starmer/status/1144611540403986432Â Â,,[],offensive_language
2276,2276,1561998517,Gordon Riches #FBPE,"Just think, if Labour had backed Remain, we wouldn't have a Labour govt anymore than if Tom hadn't stuck the knife in, but we'd have had a damn good chance of getting one this Autumn. Sadly, that's not to be since it believed my last vote was in favour of Brexit. It wasn't.",,[],offensive_language
2311,2311,1562185993,Anonymous,"Hi Tom.  Of course itÂs wrong to bully a pregnant lady.  But as Deputy Leader you should be dealing with this, rather than plastering it on Twitter? 

PS - you might want condemn what Jeremy Hunt said, which is vile.  WhereÂs your outrage on this?? pic.twitter.com/XWaVz8bvZe",,[],offensive_language
2313,2313,1562186566,I love Ireland labour activist,"Tom I know women who have lost their jobs just for being pregnant,thatÂs why we are desperate for a Labour goverment to strengthen our rights,you do fuck all for the cause and need to go now,a lot of us are reaching the end of the tether with you,In the name of god just go!",,[],offensive_language
2332,2332,1562183555,Anonymous,WarrenÂs top stan is being paid by her campaign to be hostile towards Harris and other candidates.pic.twitter.com/neORshThZ9,,[],offensive_language
2360,2360,1562276938,Teapot Dome was Amateur Hour!,"Well sure, if you include the entire D.C. Metro Area (which IÂm sure they will).",,[],offensive_language
2405,2405,1562360868,JC4PM #VoteLabour,"Why hasn't tom watson been suspended yet?

Labour is seriously shit at present allowing this cannon ball to go bombing around stirring up hatred towards Corbyn and everyone else he believes are the enemy, he's behind Chris Williamson being suspended again - this is not ok",,[],offensive_language
2406,2406,1562369116,TessaOg,"Tom, I wouldn't trust you not to eat my biscuit. Do you seriously think I would trust you with my data? ",,[],offensive_language
2427,2427,1562445720,Aaron Bastani,Why did you run this campaign in 2004?pic.twitter.com/8cVBzqMZDm,,[],offensive_language
2433,2433,1562454294,Richard,"unconstrained by borders; ""bigger & better than that""

hhmmm...pic.twitter.com/yY4BGTecDS",,[],offensive_language
2453,2453,1562447031,Anonymous,Fuck me how things can change in just a week  @tom_watson @stellacreasy @wesstreeting from 4th to 1st must be because of our #Brexit position pic.twitter.com/zsizwrTpZa,,['Brexit'],offensive_language
2485,2485,1562541821,Federico Chispas,Please note the white men who are willing to advance Democrats suck narratives at this particular point in time.  Who are at far less risk than the rest of us.,,[],offensive_language
2524,2524,1562617187,RedHerring #VoteLabour,"Any comment on this, @tom_watson? I know that you're a fearless campaigner against racism, so I know you'll be all over this. https://twitter.com/C4Dispatches/status/1148320850761797632Â Â",,[],offensive_language
2526,2526,1562603896,Anonymous,"After Nazanin's hunger strike the tweets have slowed down. Her daughter still deprived of her loving parents. I don't know what we can do or say but her abuse must be stopped. #FreeNazanin
@PennyMordaunt @jeremycorbyn @Jeremy_Hunt @BorisJohnson @JZarif @FedericaMog @tom_watson pic.twitter.com/MzEiTi8NWi",,['FreeNazanin'],offensive_language
2556,2556,1562690981,Damian from Brighton #policypolicypolicy,"RT if you think @tom_watson should be deselected by local @UKLabour members.  

#triggerballot #TriggerWatson",,"['triggerballot', 'TriggerWatson']",offensive_language
2567,2567,1562698167,TravellingMan,Good luck with that.pic.twitter.com/SKjczQG9Lg,,[],offensive_language
2580,2580,1562685215,Anonymous,"WEST BROMWICH EAST VOTED 68% LEAVE, CALLING ALL LEAVE VOTERS, TIME TO GET RID OF @tom_watson HE DOES NOT REPRESENT YOU ! DESELECT NOW ! https://twitter.com/tom_watson/status/1148299406040588292Â Â",,[],offensive_language
2622,2622,1562799041,Andrew Bartlett,"Funny, because when a *court* heard that Phil Woolas ran an election campaign that whipped up Islamophobia, lied about his opponent, and was explicitly intended to ""get the white vote angry"", YOU, along with many MPs posing as anti-racists, explicitly and fiercely supported him!!",,[],offensive_language
2630,2630,1562879659,Aleesha,"If Tom Watson is abusing his position and lying about Jennie Formby, then he should resign immediately. Causing a cancer patient unnecessary stress when she already has her health to worry about really doesnÂt sit well with me.",,[],offensive_language
2633,2633,1562878821,Mark Hebden,Imagine for a second if left wing Labour members were calling for the deselction of an MP who had cancer. We'd rightly be vilified for it. Tom Watson however can bully a woman currently part way through chemo and the press back him. Fuck Tom Watson and our feral media.,,[],offensive_language
2642,2642,1562880359,Maria Carroll Labour Candidate Carmarthen East,I call on all women of labour and our wonderful supporters of women in the labour movement to stand in solidarity with Jennie Formby & her team who have done so much to improve our process in dealing with the scourge of antisemitism. Tom Watson must retract his misinformation https://twitter.com/LauraSmithMP/status/1149420511576895489Â Â,,[],offensive_language
2647,2647,1562885733,Anonymous,"I was at Conference17 when an ex-NEC member screamed blue murder because of this protest outside the hall. Yet here we have our Deputy Leader publicly undermining our General Secretary as she battles cancer, and misleads the media about her.  Despicable. #TomWatson pic.twitter.com/g1eImoj2KE",,['TomWatson'],offensive_language
2677,2677,1562880853,Steve Topple,"TWITTER 

YES it's that time again 

If you're part of #WeBackCorbyn this is for YOU!

It's Twitter Chirps Back  for my #Podcast #ToppleUncaged

YOU tell ME YOUR views on the biggest stories  #TomWatson?

REPLY TO THIS TWEET & I'LL READ THE BEST OUT ON SUNDAY  RT PLS! pic.twitter.com/t6E4nilUF2",,"['WeBackCorbyn', 'Podcast', 'ToppleUncaged', 'TomWatson?']",offensive_language
2678,2678,1562880460,Anonymous,"On behalf of my disabled kids, who's lives you are blighting by enabling the current Tory regimes tenuous grip on power instead of working to get a Labour government elected, please resign.
You are doing real damage to real lives.",,[],offensive_language
2692,2692,1562964446,Anonymous,"Female Labour MP's. No, all Labour MP's. No, in fact, ALL MP's. Shouldn't you be supporting this woman and explaining to @tom_watson why he has just shown himself unfit to be Deputy Leader of the Labour Party @UKLabour ?pic.twitter.com/aPrFo4Dy9E",,[],offensive_language
2696,2696,1562972509,Stephen Wadsworth,Did they do their obscure album track 'I've Been Shown This Week to Be a Lying Shit'?,,[],offensive_language
2708,2708,1562970232,Christina,"#media bias from BBC
@BBCNews does everything it can 2 undermine the significance of Tom Watson being told off by Jenny for misrepresenting the Labour Party: I.e. BBC fails2 recognise her high status in Labour. BBC then belatedly responds 2public criticism&uses her correct title pic.twitter.com/A8HfWQnGxO",,['media'],offensive_language
2744,2744,1563061204,Anonymous,"As this whole ""Tom Watson bullying Jennie Formby"" scandal is showing, not only do MPs on the Labour right hate anybody remotely on the left politically, but they also don't give a damn about their health, and are happy to attack people at their lowest.

Shame on them all.",,[],offensive_language
2759,2759,1563053942,Anonymous,Love you Len x,,[],offensive_language
2760,2760,1563053840,Anonymous,"Corbyn and his clan have not been as sympathetic to other female politicians going through similar.  We have just heard of the chemotherapy, the criticism was about her bullying behaviour ruining the party before we knew of her ill health.",,[],offensive_language
2768,2768,1563132528,ARTIST TAXI DRIVER,"Sunday Shite Free Speech **Special 
Isabel Oakshott Trump Bozo Johnson and Nasty Farage, as Big Len is Mad and not fucking happy with Tom Watson..

 pic.twitter.com/qEXDNY7aJ6",,[],offensive_language
2799,2799,1563221673,Duncan Poundcake Esq.,Lend us a Tenner @tom_watson pic.twitter.com/NnB89IEMnG,,[],offensive_language
2817,2817,1563206329,Poplar Boy Esq.,ItÂs time you stepped down as deputy Leader..pic.twitter.com/bkYn6q90by,,[],offensive_language
2829,2829,1563230977,"Shamil Esq, GTTO, BREMAIN, Labour","Will you stand with solidarity with the fellow female colleague in your own party @JennieGenSec who's going a chemotherapy treatment whilst was publicly attacked by @tom_watson despite doing her job? 
Where's your consistency? pic.twitter.com/OzzOsVaK7i",,[],offensive_language
2835,2835,1563225364,Vicki,"As a white woman, I will stand with you, donÂt underestimate how many of us are outraged, disappointed, and completely fed up with this administration.",,[],offensive_language
2867,2867,1563312140,davjam #GTTO #JC4PM2019,Catherine Hunt aged 71 has been a nurse in the NHS all of her life  she is now retired and is unwell. This is what your witchhunt is doing @tom_watson and @margarethodge to good people. You're not fit to lick her boots.https://twitter.com/Catheri77148739/status/1151231318543306754Â Â,,[],offensive_language
2904,2904,1563394808,Anonymous,"I don't think he saw Panorama revelations about the doctored evidence, LFI Actors, and lies about liverpool clp, hasn't watched the lobby, nor has he read the general sec letter to tom Watson.

Bit by fuck did he not miss the letter in the guardian, all fucking over that https://twitter.com/krishgm/status/1151521390580981761Â Â",,[],offensive_language
2906,2906,1563394382,Nadeem Ahmed,"Tom Watson with his gang of plotters need to be removed from the Labour Party. 

They are causing to much damage and putting the party constantly at disrepute. IÂm gone say it like this once.. 

Either back Jeremy Corbyn or fuck of out the Labour Party.  ",,[],offensive_language
2927,2927,1563404262,Kevin Pascoe #GetJohnsonOut,Ironically her comments would have got her auto-excluded from the party using Tom Watson and Wes Streeting AS proposals. Her choice of language was much worse than that of Chris Williamson that had got him suspended https://twitter.com/paulwaugh/status/1151600723420950528Â Â,,[],offensive_language
2958,2958,1563562093,Rachael Swindon,"Dear Media baron tax exiles, the British establishment, the BBC elite intent on maintaining the status quo, the poverty deniers, the racists, and Tom fucking Watson, the boss has got 3 words for you. pic.twitter.com/C2DNQDEnab",,[],offensive_language
2977,2977,1563504247,Tony Greenstein,I've got a better idea - why not rename Labour the Real Tory Party - because that's what you will end up with if you had fuckwit @tom_watson as leader https://twitter.com/DistilledWill/status/1151829959746433025Â Â,,[],offensive_language
2978,2978,1563528540,Dril Kafka (vibe checked),"The fatal flaw in this scheme of pure Machiavellian genius is that Corbyn dogwalked two leadership contests and became a leading global figure on the left, whereas thereÂs literally not a single left-wing person in this country who doesnÂt think that Tom Watson is a massive cunt. https://twitter.com/IsabelHardman/status/1151766419320770560Â Â",,[],offensive_language
3023,3023,1563645316,My Dog & I,she compared the people who work around Corbyn as Nazis including Jewish member of staff if you canÂt get your head around how offensive that is Mr Watson then it is you who the Labour Party doesnÂt recognise.,,[],offensive_language
3035,3035,1563729545,AWÂB JC4PM 2019,Why are you lying @tom_watson Ms Armstrong hasn't be expelled from party at all. She has been given a VONC by her own CLP. Why do you continue to lie to the public. Haven't you got any constituency work to do?,,[],offensive_language
3052,3052,1563743967,Natalie Rowe,At some point @tom_watson you will not be able to ignore what #KateHoey MP has been up to.... and IÂll be watching  if you do FUCK  ALL ,,['KateHoey'],offensive_language
3057,3057,1563747289,Sanity Check,Woman says Bernie is not pro-woman. Bernie followers swarm to attack her - thus proving her point.,,[],offensive_language
3063,3063,1563740202,Hobo Cat,"God, I just swung by.  They are AWFUL.  Accusing her of being anti-semitic, rich/white (like Bernie isn't?), and all sorts of ghastly things. I know Twitter amplifies these jerks, but c'mon.  This kind of divisiveness cost us the last election.",,[],offensive_language
3076,3076,1563827634,Martyn Winters - European Citizen,"The absolute arrogance of @UKLabour's hitjob on @joswinson before she'd even set out her stall has pushed me even further from the party I supported all my adult life. Contrast that with @tom_watson and @CarolineLucas's gracious congrats. 
No class, Corbyn.",,[],offensive_language
3083,3083,1563829218,Graham Simpson,Stop Brexit full stop ...,,[],offensive_language
3097,3097,1563835952,Federico Chispas,Oh lort . Do Lauren Underwood a and Lucy McBath look like you?  And I donÂt know who the fuck the dem establishment is but I did see the entire dem house vote to condemn the PresidentÂs word.,,[],offensive_language
3103,3103,1563831729,Remainy McRemainface #FBPE,Stop all types of Brexit.,,[],offensive_language
3110,3110,1563830441,Bee Positive #YellowRose,"Tom Watson is a far better man than Corbyn and his dissemblers. Good to see him congratulate Jo Swinson on her leadership of the LibDems, and to offer to work with her to stop Brexit. What is wrong with Corbyn's Labour?",,[],offensive_language
3120,3120,1563916342,RedHerring #VoteLabour,"What do you think, @tom_watson? pic.twitter.com/aGoLWpD7bf",,[],offensive_language
3137,3137,1563985634,THE SPAFFMEISTER..,Has anyone seen Tom Fucking Watson?,,[],offensive_language
3181,3181,1564090361,"beth, not a player in the game",".@kathygriffin I have hundreds of these saved from centrists. One woman made a voodoo doll, another offers to pretend to be sexually assaulted, Tom Watson calls us Nazis, and another just says 'choke on Bernie's dick.'

Sorry...what were you saying about 'Bernie-bros' being mean? pic.twitter.com/MvatzQ71rs",,[],offensive_language
3223,3223,1564169409,Barnaby Spen,"Poor old Jeremy gets crap ratings and loses every election since he's been leader because the ex Labour voters who were told to fuck off did and stayed fucked off so its all their fault, oh and the MSM, Blair, MPs, Tom Watson, Jess Phillips, Jo Swinson ............",,[],offensive_language
3242,3242,1564265734,Nevermore,He has the hollowed out and haunted look of a man obsessed. Tom Watson is his Moby Dick. pic.twitter.com/79WPB7druZ,,[],offensive_language
3286,3286,1564334786,Anonymous,Can you imagine Tom Watson being in charge of our complaints! Thank fuck he isn't. https://twitter.com/skwawkbox/status/1155527313141960704Â Â,,[],offensive_language
3292,3292,1564346958,Anonymous,"All the, bloody, world should know that your party is antisemitic..supports terrorist organisations..likes to keep  gobs shut for votes whilst supplying muslim grooming gangs with white English lasses to gang rape and commit postal vote fraud.",,[],offensive_language
3350,3350,1564401675,Trent,Would these experts you speek of just happen to get paid by big pharma? My guess is if we look at them close they are.,,[],offensive_language
3353,3353,1564385822,Billy J Wells (Muhammad Ahmed) #CorbynOutrider,Just block her.....she is just baiting. Best ignored,,[],offensive_language
3387,3387,1564519018,ABCBetterWorld,That's quite something coming from you lol. Hate is what *you're* about. We see ya! #GallowayMP #JC4PM2019,,"['GallowayMP', 'JC4PM2019']",offensive_language
3407,3407,1564577720,"Monsignor it's all Corbyn's fault, #Vote Labour","Support works both ways,  you called many of us antisemites and hard left thugs, you're getting FA from me.",,[],offensive_language
3411,3411,1564610783,Liverbird #,Why do you need public funding after Mosely gave you all that cash??,,[],offensive_language
3430,3430,1564578386,Tom Watson,IÂm sure this view is shared by all the front bench DCMS teams in Westminster when I say this is a very good appointment.https://twitter.com/_ukactive/status/1156204083247800320Â Â,,[],offensive_language
3437,3437,1564651276,ooj,Yo @margarethodge @wesstreeting @tom_watson @campbellclaret @RuthSmeeth etc how come you haven't said a word of complaint about the BBC giving STEVE FUCKING BANNON a platform? I thought you were all about fighting antisemitism?  https://www.salon.com/2016/11/14/steve-bannon-runs-an-anti-semitic-website-is-a-misogynist-and-will-be-one-of-donald-trumps-senior-advisors/Â Â,,[],offensive_language
3464,3464,1564767620,Christian Valencia,"Kamala got exposed, there's no defending her recordpic.twitter.com/r9U2CHOcuM",,[],offensive_language
3479,3479,1564873340,lewoo #SafeAct #HandMarkedPaperBallots,"Agree completely. Lets be VERY CLEAR about who commits these acts of #DomesticTerrorism 

And who incites them. #StochasticTerroristpic.twitter.com/ucvRwIvfQg",,"['DomesticTerrorism', 'StochasticTerroristpic.twitter.com/ucvRwIvfQg']",offensive_language
3484,3484,1564870700,Anonymous,"As a Hispanic/Latinx myself I want to read this manifesto so I know what these white nationalists are planning so I keep my family and others safe. I dont buy into the Whitesplaining argument that making public his name, picture & manifesto will him ""famous"". #ElPasoShooting",,['ElPasoShooting'],offensive_language
3487,3487,1564869611,LiA,His twitter page is full of Trump ... like hell heÂs not a Trump supporter.,,[],offensive_language
3488,3488,1564869515,Anonymous,"Until people/media accept that there is a very real nexus between white supremacists/Trump supporters/online trolls and that Trump actively cultivates the grievances & resentments of these people, the more we'll just give Trump's eliminationist language a pass as ""entertainment.""",,[],offensive_language
3506,3506,1564822996,Frank Owen's Legendary Paintbrush,"Hodge too? Bloody hell. Forget Putin, it's clearly Netanyahu who is interfering in our elections.",,[],offensive_language
3509,3509,1564813683,Anonymous,Your organisation has lost all credibility. You removed Chris Williamson who is still an MP.,,[],offensive_language
3515,3515,1564920470,Tom Watson,Job done! That's me in the grey top and white helmet crossing the finishing line in 3hrs 14 mins in today's Prudential RideLondon-Surrey 46. Thanks everyone for your amazing messages of support. #Adventures4Health #ridelondonpic.twitter.com/cimD1A3omQ,,"['Adventures4Health', 'ridelondonpic.twitter.com/cimD1A3omQ']",offensive_language
3518,3518,1564930554,Brian Tweedale,So you are an antisemite if youÂd like Tom Watson to resign or you think Rachel Riley is a nasty piece of work? pic.twitter.com/3nULY4Jvrp,,[],offensive_language
3519,3519,1564946743,Labour Trumpton,Yeah well The Messiah can canoe on land.pic.twitter.com/9MkpLo4KUC,,[],offensive_language
3522,3522,1564942553,Tracy-Ann Oberman,Shame on @UKLabour @YvetteCooperMP @tom_watson @DavidLammy @Keir_Starmer - have you read this report. ? You should .https://twitter.com/CST_UK/status/1157908430717370369Â Â,,[],offensive_language
3550,3550,1564917074,Bernie Banter.,"Not heard much from racist paedo enabler @margarethodge lately. 

SheÂs under investigation for #LabourAntisemitism like @tom_watson so maybe her handlers have told her to keep her lying head down for a while.",,['LabourAntisemitism'],offensive_language
3551,3551,1565031154,Anonymous,"So. If you use the hash tag #GTTO you are AS.

If you criticise Tom Watson. You are AS.

If you are a Corbyn supporter you are AS. 

OR. Could it be that ""people"" want to shut down Corbyn supporting accounts? 

Think on. It could be you next....Plus another decade of Tories!",,['GTTO'],offensive_language
3556,3556,1565031355,JOSIE 1964,im totally sick of this shit as a paying member if @DerbyChrisW can not be at conference then neither can @tom_watson and @margarethodge we pay our subs and our tickets so that the conference can happen so we must also have a say as to who we want to hear from,,[],offensive_language
3572,3572,1565040571,Maureen Fitzsimmons,"Bevan Boy
So. If you use the hash tag #GTTO you are AS.

If you criticise Tom Watson. You are AS.

If you are a Corbyn supporter you are AS. 

OR. Could it be that ""people"" want to shut down Corbyn... https://www.facebook.com/Maureen.Anne.Fitzsimmons/posts/10219475071885362Â Â",,['GTTO'],offensive_language
3627,3627,1565051540,Feral,exactly - I cant believe the things Im reading from USA in the last 2 weeks including from within the party. It's like everyone has lost their minds. All of them hounding a black woman just for being a prosecutor while coddling lying white guys & right wing DINO women. It's nuts,,[],offensive_language
3652,3652,1565278307,Anonymous,"Delighted to hear the RDG has reversed their decision to leave Interrail! Some people do listen to common sense after all. 

@tom_watson Not quite so sure it was ÂLabourÂ they listened to - I think it was thousands of people of all persuasions who called them out https://twitter.com/tom_watson/status/1159476531875307523Â Â",,[],offensive_language
3658,3658,1565293641,"beth, not a player in the game",I can't wait until Bernie wins and see Tom Watson shit his pants online for the next 4 years.,,[],offensive_language
3666,3666,1565298599,proud perspective,WhatÂs so hard to understand?https://twitter.com/peterkoltak/status/1159531340829622272?s=21Â Â,,[],offensive_language
3667,3667,1565297551,Anonymous,"I agree. Hillary was a damn good debater at least, and much more courageous than Elizabeth. I can't picture Elizabeth holding up against his bullying. She will lose and badly.",,[],offensive_language
3669,3669,1565295242,Anonymous,"Yeah right, Watson. Try again. pic.twitter.com/LLrudqOY36",,[],offensive_language
3674,3674,1565294014,"beth, not a player in the game",I can't wait till Bernie Sanders wins and we all get to watch you shit your pants online for the next 8 years,,[],offensive_language
3708,3708,1565379979,Peter Jukes,Can any Labour supporters explain what the hell the leadership is up to as the economy shrinks for the first time in 7 years? No comment @johnmcdonnellMP @jeremycorbyn @tom_watson https://twitter.com/krishgm/status/1159861707533107201Â Â,,[],offensive_language
3714,3714,1565342454,Anonymous,"Gym guy 2019:

ÂBut Tom Watson, I think heÂs the one you needÂ

Me: pic.twitter.com/tHUR5v3lJY",,[],offensive_language
3715,3715,1565387696,Mohammed Khan,I very much doubt that the people of Dudley will elect an idiot like you again @IanAustinMP You lost your seat  in the next General election  so has @tom_watson who will Be replaced by @georgegallowaypic.twitter.com/w918TT0PPc,,[],offensive_language
3738,3738,1565349689,Michael Marshall,Another hardcore anti-Corbyn hate account followed by Tom Watson. Also followed by De Piero. We'll soon be rid of her. Hopefully him too. pic.twitter.com/dYWhNWkqL9,,[],offensive_language
3753,3753,1565436433,Shawn Peacock,Having @tom_watson as deputy of the Labour Party is like skateboarding with a wheel missing. How the hell is he still in the Party?,,[],offensive_language
3839,3839,1565645827,Gus,She deleted 677 tweets last week. https://socialblade.com/twitter/user/drdooleymd/monthlyÂ Âpic.twitter.com/MSX34OIjqB,,[],offensive_language
3840,3840,1565621488,Dan Murphy,But don't ever say Bernie is surrounded by people who worked to  get Trump in the White House. Or dare suggest if he gets much traction they'll do it again.,,[],offensive_language
3842,3842,1565621202,Dan Murphy,"Well, at least she's identified the real enemy - The Democratic National Committee.pic.twitter.com/cR6biYa7oS",,[],offensive_language
3844,3844,1565648536,Gus,She forgot to delete this one.pic.twitter.com/VmTIJNh2iu,,[],offensive_language
3865,3865,1565722610,Rachael Swindon,"Tom Watson is fishing for a deal with Jo Swinson. 

What an utter shambles this duplicitous toad has become. 

The Lib Dims killed people Tom, they fucking killed people. 

Get him out of the Labour Party.",,[],offensive_language
3877,3877,1565723562,The Agitator,He's out of his basket again #TomWatson pic.twitter.com/ExaPmxW886,,['TomWatson'],offensive_language
3880,3880,1565731565,Wolfie. #votelabour,"Does a bear shit in the woods?

Is the pope catholic? 

Will the Lib Dems sell their soul to the highest bidder?

Is a Tory MP heartless?

Is Tom Watson a double dealing, conniving, back stabbing, manipulative, half man-half snake? 

The answer my friend is blowing in Tom's wind.",,[],offensive_language
3895,3895,1565737045,Anonymous,"Tom Watson once undermined a potential Labour candidate in a neighbouring constituency using anti Muslim rhetoric - so that his girlfriend got the nomination.

He simply doesnÂt care who he steps on. (Although this might not hurt quite as much as it used to ) pic.twitter.com/RZDFHXcmVf",,[],offensive_language
3908,3908,1565732266,Anonymous,Tom Watson isn't the one she needs to work with. pic.twitter.com/u5m5zGBP2F,,[],offensive_language
3912,3912,1565725983,Luqman Khan #JC4PM,"Dear @UKLabour @JennieGenSec when are you going to suspend @Tom_Watson MP and refer him to NCC.
Allegedly Cllr Yvonne Davies said she made a complaint against Tom Watson to Labour Party for making her life misery.  @nottobeneutralhttps://skwawkbox.org/2018/09/13/councillor-watson-made-my-life-a-misery-whats-his-problem-with-independent-labour-women/Â Â",,[],offensive_language
3951,3951,1565815560,Anonymous,"BREAKING: Jo Swinson declines offer from Tom Watson to join the Lib Dems, saying that if she needs someone to stab her in the back she's already got Chuka Umunna.",,[],offensive_language
3952,3952,1565814267,Michael Marshall,"Everyone seems to have Northern working class pub mates who don't like Corbyn, these days. Were they, by any chance, all lifelong Labour voters?",,[],offensive_language
3977,3977,1565889892,Ronnie Donnyonyea,"It was Nancy Pelosi that started this by putting a target on Ilhan's back. Then she gave her AIPAC speech and doubled down on her claim of antisemitism.  Nancy needs to go.
#ShahidVsPelosi",,['ShahidVsPelosi'],offensive_language
3986,3986,1565875112,AWÂB JC4PM 2019,She's no Charles Kennedy and that is for sure. She's a Tory through and through. Just look at her voting record.pic.twitter.com/aGgCPz0nl3,,[],offensive_language
4012,4012,1565999067,Anonymous,Oh she blocked me when I asked for facts and not her opinion  @tom_watson  pic.twitter.com/JAUcBdsOHl,,[],offensive_language
4013,4013,1565997215,Wicked Take,"Tom BradyÂs 2019 Weapons:

Josh Gordon
Julian Edelman
Demaryius Thomas 
Phillip Dorsett
NÂKeal Harry
Jakobi Meyers
Maurice Harris 
Sony Michel 
James White 
Rex Burkhead 
Damien Harris
Ben Watson pic.twitter.com/KMUxvdi714",,[],offensive_language
4060,4060,1566007598,Anonymous,"Now is the time to stand up
Fuck the MSM narrative
Fuck the centrist narrative
Fuck tom Watson
Fuck jess phillips
Fuck the ""crank"" derivatives

Marx predicted socialism would only work when there was enough shit for people to share

Make the fuckers share",,[],offensive_language
4071,4071,1566066945,Ben Jamal,This should probably be ignored as the kind of racism that fringe voices on twitter espouse...but this doubling down on the trope that Palestinians are inhuman barbarians who don't love their children comes from a body engaged with by the likes of @BoardofDeputiesand @tom_watson https://twitter.com/NorthWestFOI/status/1162786642035445762Â Â,,[],offensive_language
4078,4078,1566129721,THE SPAFFMEISTER..,Where the fuck is Tom Watson?,,[],offensive_language
4103,4103,1566143905,Anonymous,"Brilliant impartiality from @BBC as always...not!

@LauraPidcockMP is hot on your heels @tom_watson. She actually cares about the people of UK, whilst you...well IÂm not sure at all if you ever cared. 

Regardless anyway well said Laura. 

#bbcbias #ChangeIsComing",,"['bbcbias', 'ChangeIsComing']",offensive_language
4107,4107,1566134069,Anonymous,"I promise if I finally get my big breakthrough, I am never going to forget my early fans:)",,[],offensive_language
4122,4122,1566217147,danielle,whenever emma watson and tom felton post pictures with each other i get all messed up because i fully support healthy girl-guy friendships but at the same time i??? ship??? them??? so??? hARD???,,[],offensive_language
4125,4125,1566219314,Anonymous,"It doesn't matter who we are. Where we're from. What we think. Which house we belong to. 
Every time Emma Watson and Tom Felton publish a picture together we will always lose our shit. https://twitter.com/_ThanksHermione/status/1163422676226105347Â Â",,[],offensive_language
4130,4130,1566258220,imo,2012 feltson twitter seeing all these Tom Felton and Emma Watson dating rumours  pic.twitter.com/vk418m0vwG,,[],offensive_language
4140,4140,1566245478,F*ck Van Jones and his opportunistic Ass,She didn't vote with her vagina since she had the option to vote with her privilege.,,[],offensive_language
4143,4143,1566233710,c,if emma watson and tom felton dont fucking start dating imma riot pic.twitter.com/OgD4zLrQTI,,[],offensive_language
4145,4145,1566241964,Veronica,"The restrictions increase =so does her torture. The tanker is released and she languishes in prison in total innocence. Stole her life & stealing her precious phone time with Richard & visits with Gabriella.

#FreeNazanin
@Valerie_VazMP
@tom_watson
@HoC_Speaker_MP
@DominicRaabpic.twitter.com/jho8zRFSsc",,['FreeNazanin'],offensive_language
4162,4162,1566277994,Anonymous,how did I not know about this Tom Felton Emma Watson shit my inner 6th grade dramione shipping demon is clawing its way out the depths pic.twitter.com/SZOoP0lroT,,[],offensive_language
4176,4176,1566321488,Anonymous,"If PM won't recall, isn't it time you just all got back to work - even if you have to set up across the road? @RoryStewartUK @Sandbach @YvetteCooperMP @Keir_Starmer @tom_watson @joswinson @CarolineLucas @DavidLammy @hilarybennmp @heidiallen75 @IanBlackfordMPhttps://twitter.com/MartinRemains/status/1163857255177101313Â Â",,[],offensive_language
4194,4194,1566265704,Anonymous,Emma Watson and Tom Felton are hanging out and wether itÂs platonic or romantic lord it makes me smile seeing them in their pjs learning guitar Â like HOW WHOLESOME??? thatÂs just cute shit and i love it!,,[],offensive_language
