,Date,Name,Tweets,Tags,Hashtags,classofspeech
1115,1558973148,New Europeans #FBPE,"8. We contacted @JunckerEU to alert them and we continue to work with them to investigate what went wrong. It is excellent news that UK government is to be challenged in court.  There should of course also be a public inquiry. #DeniedMyVote #VoteDenied
https://neweuropeans.net/article/2781/letter-european-commissionÂ 
pic.twitter.com/EJKEqTPhfe",,"['DeniedMyVote', 'VoteDenied']",neither
1116,1558971041,Anonymous,"Unkind? This is nothing compared to what politicians such as yourselves has done to us.
YouÂve laughed at us constantly, you told us we were stupid.

YouÂve been receiving emails to stop #Brexit

Emails are not votes, hope you remember this. He who laughs last laughs the longest.",,['Brexit'],neither
1117,1558970800,Anonymous,"Thank you Heidi for showing people how to do politics better.
You have been very courageous.",,[],neither
1118,1558970349,Stapps,"@heidiallen75 Heidi, in 2017, people voted for you on the strength of a number of promises you made prior to the election.  Before any future election, in which you stand, will you be making more promises that you'll have no intention of keeping?",,[],neither
1119,1558962611,Ginger Kat,"This is how the HoC would look if last night was a general election.

Nice to see @Nigel_Farage gang sitting in @Anna_Soubry and @heidiallen75 Âs seats. pic.twitter.com/RT7M3Ilu4S",,[],neither
1120,1558962325,Blue Army Faction QC,"She was last seen being put in a headlock, by some gin soaked blonde bint.",,[],neither
1121,1558958895,Anonymous,"4/. No one could deny that the likes of @Anna_Soubry @sarahwollaston @heidiallen75 @ChukaUmunna @ChrisLeslieMP @MikeGapes too name just a few have been committed and eloquent campaigners for the Remain cause.

They made the LP Front Bench hesitate in pressing Brexit.",,[],neither
1122,1558974082,"Mike, #TeamIvar, #FBPE,","It's populism.

It's not about consensus, debate, or even robust argument.

It's about vilification of opponents and appeals to the worst in people's nature.

It's also going to get even worse.",,[],neither
1123,1558964963,Anna Cottage,TR did extremely well & should be Proud of himself. Look at all the so called Professional Politicians @Anna_Soubry @heidiallen75 @ChukaUmunna you know those LIARS/TRAITORS THOSE THAT HAVE DENIED CONSTANTLY 17.4 MILLION PEOPLE THEIR LEGAL RIGHTS. TR TOLD THE TRUTHhttps://twitter.com/BrexitPartridge/status/1132795446798233602Â ,,[],neither
1125,1558960581,Tyburn's Tallest,Top fact (in the world of grown ups) Brexit Party cleaned up. ,,[],neither
1126,1558955758,Anonymous,"Totally agree Ferret - Wollaston and Allen basically gave people the green light to vote tactically - we need them in constituencies were the LDs are weak, they are far from over. #FBPE @sarahwollaston @heidiallen75 @Anna_Soubry @ChukaUmunnahttps://twitter.com/Ferretgrove/status/1132966829452877824Â 
",,['FBPE'],neither
1127,1558955429,Edwin Hayward ('Slaying Brexit Unicorns' author),"Seems to be a bit of a face off between Heidi Allen's attitude (essentially, Brexit is bigger than party) and Anna Soubry's (broadly the opposite). Hope this can be resolved amicably and in the right direction. You're too good to fight! @heidiallen75 @Anna_Soubry",,[],neither
1128,1558955140,Anonymous,"I saw you on BBC saying you did really well.

Congratulations Heidi

BTW, how many seats did you win 
",,[],neither
1129,1558953734,Anonymous,"Has anyone seen @Anna_Soubry @heidiallen75 @sarahwollaston

Are they still wearing these faces?pic.twitter.com/Yhll7gCveS",,[],neither
1130,1558953035,Sir Lefty Farr-Wright QC,"Oh, it just gets better and better! Thanks. ",,[],neither
1131,1558950145,Brexit Party Yorkshire,EU elections: @ForChange_Now @Anna_Soubry @heidiallen75 @ChukaUmunna European Council President Donald Tusk urges voters to back Change UKhttps://news.sky.com/story/eu-elections-european-council-president-donald-tusk-urges-voters-to-back-change-uk-11725377Â ,,[],neither
1133,1558949379,Anonymous,"@Anna_Soubry @ChukaUmunna @heidiallen75 @sarahwollaston @MikeGapes @ChrisLeslieMP  Fcuking pointless  well done the ""Hissyfit what day of the week is it ?Party""  Now get your sh#t together & back #StopBrexshit back the #LiBDems& fcuk your personal issues&vanityhttps://twitter.com/piginthepoke/status/1132937540607066112Â 
",,"['StopBrexshit', 'LiBDems&']",neither
1134,1558947875,Anonymous,I hear @ForChange_Now have ZERO seats. ZERO. And that the bitch fight/blame game between @Anna_Soubry and @heidiallen75 has already started. Epic. ZERO seats though #EUElectionResults2019 pic.twitter.com/1bFcP6Fgyz,,['EUElectionResults2019'],offensive_language
1135,1558947310,James Deegan MC,"Destroyed being last is not winning, although that seems to be not understood by your ilkpic.twitter.com/STP9PVH02i",,[],neither
1136,1558944344,BBC Radio 4 Today,"""It is bizarre to tell people essentially not to vote for their party.""

Change UK's @Anna_Soubry criticises her interim leader @heidiallen75 for supporting tactical voting

#r4today #EUelectionresults #Brexit http://bbc.in/2HYcnsrÂ pic.twitter.com/eq8nnp9Jjo",,"['r4today', 'EUelectionresults', 'Brexit']",neither
1137,1558939801,Sam Hooper,The Âserious energyÂ unleashed by @heidiallen75 and @ForChange_Now here looks more like a very sedate church minibus outing to Walton-on-the-Naze.https://twitter.com/heidiallen75/status/1132785329310720000Â ,,[],neither
1139,1558935966,Arthur Minute,How did you manage to get all your voters in one place at the same time?,,[],neither
1140,1558931517,Anonymous,"Wow! How many seats did you win? Looks to me like @ForChange_Now served to split the Remain vote, giving away 3 seats to Leave parties.  

So how do you see this as having done a good thing for the country?",,[],neither
1141,1558923478,Anonymous,"You've done what? Tigger Towers is calling you back in, it's sleepy bye bye time.",,[],neither
1142,1558917513,Liam Griffiths,ÂConfirmed: The Brexit Party is the biggest party in the European Parliament. Bigger even than the German CDU.Â,,[],neither
1143,1558915992,Anonymous,"#EuropeanElectionResults Now perhaps the funny Tinge party and all #FBPE cultists will pipe down. Because of their incessant whining, moaning, lying and insulting every leave voter, we now have a country more divided than ever. Well done @heidiallen75 Umunna @joanryanEnfield etc",,"['EuropeanElectionResults', 'FBPE']",neither
1144,1558915970,Noel Byrne,Stop flogging a dead horse,,[],neither
1145,1558915944,Locutus Of Brussels,Uh-huhhttps://twitter.com/camcitco/status/1132764174386442240?s=19Â ,,[],neither
1147,1558915909,Wendy Smith,"@heidiallen75 down but not out?! Really?? ""who is she? who is she??""",,[],offensive_language
1148,1558915863,Tim,"Well are you now going to resign your seat youÂre political life is finished, oh youÂll probably defect to the libs, no honour no pride, ",,[],neither
1149,1558915727,Flap Zappa KBO #JCIAASPIO #BennSurrenderBill,"you lost all your deposits. has beens, no, never was more like.",,[],offensive_language
1150,1558915640,Anonymous,Unleashed serious delusion more like ,,[],neither
1151,1558915587,Anonymous,"time to repatriate @heidiallen75 @sarahwollaston @Anna_Soubry .  @RoryStewartUK needs you.

#EUelections2019https://twitter.com/StevePeers/status/1132761359890944000Â 
",,['EUelections2019https://twitter.com/StevePeers/status/1132761359890944000'],offensive_language
1152,1558915546,Anonymous,ShouldÂve taken up the @LibDems offer to go into battle together. Please learn from this @heidiallen75 @ChukaUmunna @gavinesler ,,[],neither
1153,1558915524,Peter Shaw,"Obvious how you're also feeling (like millions of us ...) desp a typically brave face. But the courage, spirit, goodwill, thought & human concern are all clear - even if the politics is not entirely in place, & timing difficult. Please don't lose heart or your smile, Heidi & all!",,[],neither
1154,1558915294,LordDanTube,"And bless you, all your family and friends paying health insurance. Im assuming you, your family and all your friends are very rich #DigDeepToStayWell #HealthInsurance Working class people voting for the end of the NHS, Pathetic #BiggerPicture",,"['DigDeepToStayWell', 'HealthInsurance', 'BiggerPicture']",neither
1155,1558915290,Anonymous,.@heidiallen75 I wonder what @ForChange_Now will change into now? @LibDems maybe. Make sure you donÂt pass go without holding a by-election. Laughing so hard at you bunch of no hopers.,,[],offensive_language
1156,1558915221,Douglas Gibbs,"Hello Anna...where are you...? Still want a ""confirmatory referendum""...?",,[],neither
1157,1558915221,Normal working bloke,"Hilarious Belly flop for Heidi allen, Esler,  @Anna_Soubry and chuky.  Looks like theyre all going to join the Lib Dumbs en masse.",,[],neither
1158,1558915204,Anne McGarry Marsden,Don't forget our Ange! ,,[],neither
1159,1559034327,Heidi Allen,Can you support these projects to help combat holiday hunger for children?https://www.crowdfunder.co.uk/healthy-holidays-summer-2019Â ,,[],neither
1161,1559041018,Heidi Allen,1 year since #repealedthe8th @AmnestyUK has lit up 4 cities to say #nowforNI in fight for #abortion rights. We will not accept Northern Ireland being left behind as only part of UK & Ireland with near total ban! #ItsTime for change @NIOgov #thenorthisnext,,"['repealedthe8th', 'nowforNI', 'abortion', 'ItsTime', 'thenorthisnext']",neither
1162,1559036406,Heidi Allen,Go for it Dave!!!!https://twitter.com/Papworth_Dave/status/1132226592929980416Â ,,[],neither
1164,1559062180,VOBE,"#HAllen where is your mandate from your constituents?  By-Election?

@BBCPolitics @heidiallen75 @brexitparty_uk @JuliaHB1 @afneil",,['HAllen'],neither
1165,1559033615,Celia Thaysen,Time for pro-Remain MPs from all political parties to come together and make a united case for Remain. Retweet if you agree @ForChange_Now @heidiallen75 @tom_watson @AmberRudd @RoryStewartUK @vincecable @CarolineLucas @Keir_Starmer @AlistairBurtUK @campbellclaret @mikegalsworthy,,[],neither
1166,1559086779,Brexit Party Yorkshire,WHO IS FUNDING @ForChange_Now @ChukaUmunna @heidiallen75 @Anna_Soubry BIGGEST SPENDER. LOWEST VOTES Change UK revealed as biggest spender on Facebook adverts ahead of EU electionshttps://news.sky.com/story/change-uk-revealed-as-biggest-spender-on-facebook-adverts-ahead-of-eu-elections-11730283Â ,,[],neither
1168,1559077038,Anonymous,As the mayoral candidate I proposed the introduction of a fleet of electric buses for the city - still committed to this goal,,[],neither
1169,1559064877,Flappy the Duck BSc,"How about helping by enabling them have school meals while at school. Oh you support cutting those provisions...

Another backtrack on your policy?https://twitter.com/heidiallen75/status/973865293104676864?s=19Â 
",,[],neither
1170,1559062224,Anonymous,"Why would any established party take ppl like @sarahwollaston , @heidiallen75 and @Anna_Soubry who have shown themselves to be totally untrustworthy and out of their depth. They all have terrible political judgement and no loyalty. Whatsoever.pic.twitter.com/vVdyCcanun",,[],neither
1171,1559061620,Anonymous,Waste of money then euros of course,,[],neither
1172,1559060253,Anonymous,Don't be mean. They should join the Lib Dems. They were right to leave their parties but then made a mistake. All centrist/ centre left pro-Remainers should feel welcome @heidiallen75 to fight Brexit. It's a refreshingly sane party.,,[],neither
1173,1559060044,Linda Taylor,"Don't even think about messing with the Treason Laws, we have plans for those. @sarahwollaston @heidiallen75 @Tobias_Ellwood @GerardBattenMEP @annietrev @Nigel_Farage @BBCNews @jonsnowC4 @RoyalFamily @theresa_mayhttps://twitter.com/STRATEGICDEFENC/status/1133360000049516545Â 
",,[],neither
1174,1559059582,Philip Green,@heidiallen75 that worked well ...,,[],neither
1175,1559059455,The Core,"She could have done that from within the Conservative party. 

No, she sought personal glory, head turned by Soubry.",,[],neither
1176,1559058878,The Core,*cheating your voters* you mean?,,[],neither
1177,1559058143,Anonymous,"Attention seeking. How many people are even able to affect the outcome of this leadership contest? Better to put the lead 2 in a debate with the likes of @heidiallen75, @CarolineLucas and @vincecable",,[],neither
1178,1559056669,Anonymous,@heidiallen75 must be the biggest laughing stock in politics atm,,[],neither
1179,1559047504,Sally Baker #FBPE5000 #FinalSay,"Surely there must some basis for @LibDems and @ForChange_Now to work together? Don't they both stand for Ethical Capitalism? What do you think? @heidiallen75 @vincecable  But the @TheGreenParty No! We need them to be our conscience, untrammeled by politics and coalitionshttps://twitter.com/jphcoleman/status/1133328254553776128Â 
",,[],neither
1180,1559040300,Noeleen Macnamara,"Thanks Julia. Retweeted this to US friend & #Brexit sympathiser. Also to @nytimes who have scant regard for views of ÂordinaryÂ people, far as I can see @LoneStarParson",,['Brexit'],neither
1181,1559037968,Sam Deasy,"Come on guys...I've even got a positioning/communication strategy document you can give straight to the agency!  I'm good to go, are you?@ForChange_Now @campbellclaret @heidiallen75 @Keir_Starmer @vincecable @CarolineLucas @mikegalsworthy @tom_watson We are GREATER TOGETHER!https://twitter.com/thaysen13/status/1133295239370825729Â 
",,[],neither
1182,1559077378,Brexit Party Yorkshire,WHO FUNDS @ForChange_Now @Anna_Soubry @heidiallen75 @ChukaUmunna @ChrisLeslieMP Change UK revealed as biggest spender on Facebook adverts ahead of EU electionshttps://news.sky.com/story/change-uk-revealed-as-biggest-spender-on-facebook-adverts-ahead-of-eu-elections-11730283Â ,,[],neither
1184,1559075386,MaccLabour,"YouÂll find that @UKLabour will tackle this properly not with crowdfunding whims but with fully costed policies. You seem to be treating it like a game, Heidi #JC4PM2019",,['JC4PM2019'],neither
1185,1559072720,The Dragon Fairy,@CBGbusUsers Brighton & Hove get new electric buses https://www.brightonandhovenews.org/2019/05/28/bus-company-spends-9m-on-30-new-electric-buses-for-brighton-and-hove/Â ,,[],neither
1187,1559066312,Raj Thamotheram,"A hopeful & practical article! Given how bad things are in the UK, we MUST learn from others. We could use this kind of leadership in the UK NOW! @heidiallen75 @ChukaUmunna @CarolineLucas @sianberry @jon_bartley @vincecable @joswinson @EdwardJDavey @LaylaMoran @AnthonyBarnettpic.twitter.com/rx6T8fWzTy",,[],neither
1188,1559059285,Celia Thaysen,I campaigned for Gavin and @ForChange_Now because you came with a fresh approach to end the tribalism. Please use that now to bring pro-Remain MPs and voices from every party into a single Remain message/campaign that transcends party politics. #CountryOverParty,,['CountryOverParty'],neither
1189,1559054686,Fiona Campbell Hicks,Oh nooo. I was just about to send you a message of support generally but I canÂt support abortion unfortunately as legalising it will result in significantly more unborn children being aborted. Please donÂt do this. YouÂre supposed to represent compassion.,,[],neither
1190,1559038896,The Sparkster,"@heidiallen75 @Anna_Soubry 

We are the best performing new political party.

There is no-one bigger than us in UK politics.

Over 3 billion people would have voted for us if they had ticked our box...

@ChukaUmunna @ForChange_Nowpic.twitter.com/avHrdS5FRK",,[],neither
1191,1559035879,Anonymous,Have you read this amazing article @BBCNews @SkyNews @Channel4News @theresa_may @Anna_Soubry @heidiallen75 @RoryStewartUK @guyverhofstadt @eucopresident @JunckerEU It sums up our feelings about you ÂThe CondescendiÂ! Enjoy the 29 @brexitparty_uk MEPs! The EUÂs biggest party!https://twitter.com/JulesSunbeam/status/1133294836352729089Â ,,[],neither
1193,1559033912,Anonymous,"Say after me......l will go on television and do what l am good at and lie that we had a good result in the election.

@ChukaUmunna @heidiallen75 @sarahwollastonpic.twitter.com/ZqWI4jjMRs",,[],neither
1194,1559031706,Anonymous,.@heidiallen75 Heidi - given the press on what you've said. Given the results from Thursday. Given the issue. Take the lead - join the @LibDems?https://www.libdems.org.uk/joining-usÂ ,,[],neither
1195,1559031441,Anonymous,"I'd like to add, as a well trained ex Army officer - I compiled 2 comprehensive lists - the pros & cons of the EU. The cons won by a reasonable majority!
@Anna_Soubry
@Kevin_Maguire
@SadiqKhan
@DavidLammy
@heidiallen75
@GabbyLogan
@campbellclaret
@GaryLineker
@NickBoleshttps://twitter.com/whitford747/status/1132929364625113088Â 
",,[],neither
1196,1559030871,Anonymous,Local election results also support this analysis. @heidiallen75 and @sarahwollaston would be great additions to @LibDems parl partyhttps://twitter.com/jessicaelgot/status/1133258373212889088Â ,,[],neither
1198,1559030682,Anonymous,"Say after me.......lm sorry I criticised you Heidi......

@ChukaUmunna @heidiallen75 pic.twitter.com/PbTK2F2Zcv",,[],offensive_language
1199,1559030153,Anonymous,"@Anna_Soubry @ForChange_Now @heidiallen75 @ChukaUmunna @sarahwollaston
The end is nigh. Waste of time & money. Waste of breath. Call a by-election, each of you. See how you get on. Undemocratic deluded Remoaning turncoats. Join the senile old CableÂs LibDems. Try & make positive.https://twitter.com/WyeLea/status/1133056526447517702Â 
",,[],neither
1200,1559025518,Richard Hilton,#Popcorn. Change UK election losers battle it out @Anna_Soubry @heidiallen75 https://twitter.com/SunPolitics/status/1133251637269749761Â ,,['Popcorn.'],neither
1202,1559025362,The Real National Interest," operation political turncoats 2! Petrified of being voted out of existence in a GE.  What about the genuine long serving lib dems in the constituencies you stand in @heidiallen75 ? Surely they deserve to stand?

Or do you think you all have some sort of pop star status?",,[],neither
1203,1559024400,lili,TheyÂre not Tories are they?Change are in Parliament on false pretences. Until they stand in a by election they have no credibility @Anna_Soubry @heidiallen75 @ChukaUmunna @MikeGapes @lucianaberger,,[],neither
1204,1559022131,Anonymous,"@MikeGapes @ChrisLeslieMP @Anna_Soubry @ChukaUmunna @heidiallen75 @sarahwollaston @TheGreenParty 

There IS an election coming at some point.Maybe there will be a #PV maybe not.

If you do not work closely with the biggest #Remain Party #LibDems We WILL be lost so Wake up",,"['PV', 'Remain', 'LibDems']",neither
1205,1559020546,Liz,"So, your idea of unleashing serious energy is starting with nothing & ending up with nothing? ",,[],neither
1206,1559019090,Fiona Swann #KeepCalmVoteTactically2019,@BenPBradshaw @helenhayes_ @DavidLammy @Anna_Soubry @heidiallen75 @LaylaMoran A very important thread. We are not going to unite as a country until Britain admits its democracy has been attacked and infiltrated and deal with it. We are in a very dangerous place right now.https://twitter.com/carolecadwalla/status/1133090416604209153Â ,,[],neither
1208,1559141040,Courage Foundation,South Cambridgeshire supporters of journalist Julian Assange: ask your MP @heidiallen75 to confirm her opposition to an unprecedented extraterritorial prosecution for publishing truthful information. All she needs to do is oppose onward extradition: https://defend.wikileaks.org/write-your-mp/Â ,,[],neither
1209,1559170246,Anonymous,"When are you targeting the likes of @NickBoles, @heidiallen75, @Anna_Soubry and @sarahwollaston - all of whom 'accepted' the EU referendum result and were elelected on that ticket, but clearly reneged and lied to the electorate? Or are you attacking only those whom you disagree?",,[],neither
1210,1559169643,terry george,Yes she should be taken to court. A precident is being made aka Boris Johnson case.,,[],neither
1211,1559168657,RuleBrexitannia,What do people think? Please RT if you agree. Should @heidiallen75 be held to account for lying? She blocked me for asking why she broke her 2017 promises to her voters. Here she is lying. https://twitter.com/GiftCee/status/1133797977741508610?s=19Â ,,[],offensive_language
1213,1559168501,RuleBrexitannia,I asked her this. She blocked me. Terrible arrogant politician.pic.twitter.com/N2nQL8fZpc,,[],offensive_language
1214,1559168257,PeeGee4929,Half of Parliament will be in the dock at this rate,,[],neither
1215,1559168117,Brexit Party Yorkshire,This is what remainers are doing across the country. DEMOCRACY IS UNDER THREAT. @DavidLammy @Femi_Sorry @peoplesvote_uk @Anna_Soubry @heidiallen75 @vincecable @ChrisLeslieMP have a lot to answer for.,,[],neither
1216,1559166011,WTO Brexit & Sovereign Brexit,Can't even be bothered to waste my time even talking about these waste of space redundant  ex MPs,,[],neither
1217,1559164435,Brexit Party Yorkshire, @Anna_Soubry BLAMES @heidiallen75 THE COUNTRY KNOW YOU ARE LIARS. Change UK's Anna Soubry blames leader Heidi Allen for European election flop https://www.thesun.co.uk/news/9166054/change-uk-anna-soubry-european-election-flop/Â ,,[],neither
1219,1559158195,Christina N Carroll,"She lied, take her to court.",,[],offensive_language
1220,1559156336,Mark Antony Ward,Heartbreaking to think StuartÂs death was avoidable  @lloyd_rm @UN @hrw @jeremycorbyn @HaemophiliaNI @CarolineLucas @bnorval48 @NigelDoddsDUP @heidiallen75 @vincecable @mariochristo @IanBlackfordMP @DianaJohnsonMP @abcnews @cnni @EHC_Haemophilia @wfhemophilia #WeAre5000https://twitter.com/GraymF1/status/1133693435645444096Â ,,['WeAre5000https://twitter.com/GraymF1/status/1133693435645444096'],neither
1222,1559156308,Patrick Real,Finding a politician that tells the truth is like looking for a needle in a haystack.,,[],neither
1223,1559156007,Brexit Party Yorkshire,Could we also add @Anna_Soubry @heidiallen75 @ChukaUmunna @ChrisLeslieMP FOR LYING ? Campaigner To 'Stop Lying In Politics' is Lying About His Political Campaign https://order-order.com/2019/05/29/campaigner-stop-lying-politics-lied-political-campaign/Â ,,[],neither
1225,1559155970,NatalieKaye,I will start a crowd funding. This damn woman needs to own her shite!,,[],offensive_language
1226,1559155312,Mike,Looking forward to @George_Osborne ÂBrexit vote alone will bring immediate recessionÂ @heidiallen75 @Anna_Soubry @theresa_may @NickBoles ÂElect me as I support the Tory Manifesto to Leave the EUÂ @michaelgove ÂI support LeaveÂ all going to Prisonhttps://twitter.com/DavidTCDavies/status/1133700389570777088Â ,,[],neither
1228,1559155252,Grumpy Fred,"Example of elected politicians,
then we have 75 year old political idiot V Cable parading his Bollocks to Brexit Banner, add John Bercow into this political cesspit,
its time our Queen intervened & demand they respect & implement democracy,
that is the only reason they are there.",,[],neither
1229,1559154804,PHILIP McCORMICK,"There will be a high % of MPs quaking in there boots, they have opened up a big can of worms",,[],neither
1230,1559153856,EMR #BritishIndependence,Surely she doesn't lie? She has a degree in  Astrophysicist don't you know......,,[],offensive_language
1231,1559153477,Anonymous,"When is @heidiallen75 appearing in court?
Here is full evidence of her lying. pic.twitter.com/M4iQmczH20",,[],offensive_language
1232,1559150254,Anonymous,"Yes, please. I think South Cambs should sue @heidiallen75 . She lied to her constituents to get elected.",,[],offensive_language
1233,1559170411,Anonymous,erg. dup and Kate.. thats it.. the only ones who are safe,,[],neither
1234,1559169467,Anonymous,It's an insult to #Brexiteers intelligence to think the case against @BorisJohnson has any legs.  It is a last ditch attempt by #Remoaners to smear the bookies favourite.  I think BoJo's barrister will break out his whoopass wig and soon put this to bed ,,"['Brexiteers', 'Remoaners']",neither
1235,1559169293,Anonymous,"gofundme and others are going to be busy, i think a class action lawsuit against all the remainer lies would go down well :)",,[],neither
1236,1559163388,TarcyK #BOO #StandUp4Brexit, Crowd fund a court case about this lieby @heidiallen75 https://twitter.com/peanut_astro/status/1133477735773409281Â ,,[],neither
1238,1559159138,Drew Peacock,So @Anna_Soubry @heidiallen75 And @YvetteCooperMP Will be subject to this then?,,[],neither
1239,1559157642,Nigel Finlay #British Independence,Bit of a change of heart then eh?,,[],neither
1240,1559157399,Matt Cooke,Perhaps the best news from the #EuropeanElection2019 is knowing that @ForChange_Now completely failed and the @ChukaUmunna @Anna_Soubry and @heidiallen75 will all be wiped out at the next #generalelection,,"['EuropeanElection2019', 'generalelection']",neither
1241,1559157024,Anonymous,"The Queen won't do that, she is apart of the establishment... 
I used to think she would do something by now, but the royals don't have any control anymore.",,[],neither
1242,1559156597,Keith for democracy.,"Let's have all the traitors in court, bring back hanging for treason.",,[],neither
1243,1559155585,Anonymous,"Dylan - this is a crowd funded case that has taken 3 years to come to court on solid evidence, and a judge has reviewed the evidence and believes there is a case to answer, so has summon BJ.  If you have similar evidence of wrong doing, please do the same.",,[],neither
1244,1559152651,12 ACL,But are you brushing over that he lied? You are making it acceptable for politicians to not be truthful.. this reflects badly on you @afneil @LibDems @Conservatives @campbellclaret @Anna_Soubry @TheGreenParty @heidiallen75 @brexit_politics @ForChange_Now @FreitagWolf #lies,,['lies'],neither
1245,1559150891,JHA111316,She's not alone either,,[],neither
1246,1559145160,Anonymous,"I donÂt know if actual promises have been made, but am pleased that MPs are considering whatÂs best for us at the moment with all we now know. 2/2",,[],neither
1247,1559145133,Anonymous,"I certainly have head him say he would consider charges against remainers. I would say that the above is not stating a lie as a fact, but simply a case of a change of mind (unlike the Â£350m line). 1/2",,[],neither
1248,1559144301,Dylan Simmons,So he'll be filing charges against @Anna_Soubry @heidiallen75 and the rest of @ForChange_Now for promising to respect the referendum result and ignoring that promise? Same for most of Parliament who campaigned on respecting the result and keep blocking our exit?,,[],neither
1249,1559143386,Roy Hosken,"does she think she will get elected as a LIB DEM,the woman is deluded",,[],offensive_language
1250,1559134609,Anonymous,I voted for @heidiallen75 I must be due a fortune,,[],neither
1251,1559129655,Anonymous,"Not exactly ÂnowhereÂ. Some of us have been out in all weathers campaigning when we were being slaughtered in the press, and keeping th faith in our long established values, which we knew that inevitably people would recognise when the time was right.",,[],neither
1252,1559115520,David McIntosh Esq,This is truly unbelievable coming from a Brexiteer. Rank hypocrisy. The fraudulently procured Ref should have been annulled but wasnÂt because it was only advisory. #CambridgeAnalytica @shahmiruk @carolecadwalla @Suewilson91 @JMPSimor @RobertCPalmer13 @heidiallen75 @vincecablehttps://twitter.com/DominicRaab/status/1133614795847065600Â ,,['CambridgeAnalytica'],neither
1254,1559115286,Tania Barnes-Watson,"Do bore off, Gavin. Until Heidi and her rather slippery cohorts in Change UK give their own constituents a peopleÂs vote on whether they actually want a pointless Change UK MP, they will have nil credibility and cannot be taken seriously. Plus, they got smashed in the elections.",,[],neither
1255,1559114948,Tania Barnes-Watson,"@heidiallen75 DonÂt you constituents deserve a PeopleÂs Vote now? they elected a Conservative. YouÂre not a Conservative. Stand for re-election now in a by-election, along with your fellow Chnge UK charlatans, or get out. #Hypocrite #Useless",,"['Hypocrite', 'Useless']",neither
1256,1559111475,Outraged Brexiteer, am enjoying this . @Anna_Soubry to her lyin ass on tele saying she is happy with the result and it was Good!! Ha lol ,,[],offensive_language
1257,1559110330,Nick McKerron #RemainerNow,"@heidiallen75
@Anna_Soubry
@ChukaUmunna
@sarahwollaston
@francesweetman
@ForChange_Now

This happened to me last night.

I suffer with my own mental health issues and have in fact been suicidal at times. Being instantly condemned last night didn't help, considering..pic.twitter.com/gQckxjE2g2",,[],neither
1258,1559110063,M Kellermann,I thought they were sponsored by the UK gin association?,,[],neither
1259,1559108710,Chris O'Regan,@ChukaUmunna @Anna_Soubry @heidiallen75 this is an absolute classic by these cretins..... SpendUK more like!,,[],neither
1260,1559106929,Aja,Is electoral committee investigating this ???,,[],neither
1261,1559102502,Eddy Carter,@heidiallen75 I was asking at work today why people dont like change UK and the answer was pretty consistent. Amunna comes across as incredibly smug and arrogant and Soubry as a sourpuss bitter. When it all fails you can at least think..it wasnt my fault.,,[],neither
1262,1559099822,Chinghiz Mamedov,Together! ,,[],neither
1263,1559099716,Chinghiz Mamedov,I together with you. I say! ,,[],neither
1264,1559096487,Just a Londoner,"So when your claiming your White Thumpers have Organized special laws, right alongside ""No Jew Shall Live""...",,[],hate_speech
1265,1559091853,ArdentArchivist,"This is how worried US citizens are about their (compromised?) vulnerable electronic voting systems. And some politicians are talking about introducing it to the UK?!
@naomi_long @vincecable @heidiallen75 @CarolineLucas Please fight to keep our paper ballots secure & unhackable.https://twitter.com/jennycohn1/status/1133447993024106496Â 
",,[],neither
1266,1559091827,John,Matt the Tigger Hancock getting ready to join @heidiallen75 when his bid to be PM fails pic.twitter.com/wPKVAAwWwz,,[],neither
1267,1559089918,John,@heidiallen75 @Anna_Soubry @ChukaUmunna they are full on now to save their skins before a General Election and will slither into @LibDems to steal a place at the troughhttps://www.google.co.uk/amp/s/www.dailymail.co.uk/news/article-6954283/amp/Change-UK-group-plots-destroy-Lib-Dems.htmlÂ ,,[],neither
1269,1559221974,Heidi Allen,Twas ever thus!https://twitter.com/Sandbach/status/1134044193595305984Â ,,[],neither
1271,1559258915,Bob in Spain,"Would love to see a new Centrist Party.  @joswinson or Ed Davey as PM, @CarolineLucas as Deputy PM with yourself, @ChukaUmunna and @heidiallen75 all in the cabinet. Perhaps even Gina Miller involved as well.  What a team. Please make it happen.  @StopBrexit",,[],neither
1272,1559256544,Anonymous,ANYONEÂs better than the dreaded Heidi Allen of Cringe UK @heidiallen75,,[],neither
1273,1559245921,Anthony Slaughter,"Thank you for getting in touch @Plaid_Cymru @Adamprice We @WalesGreenParty have answered your letter and look forward to discussing this with you.
You are absolutely right, the need to stand up to the pro Brexit agenda right now is urgent.",,[],neither
1274,1559243499,Nick Hoare,A conditional statement from Corbyn. There should be no conditions just a referendum on No Deal or remain in the EU. He is playing it wrong again. Most will vote Lib Dem. Coallition will be better than him being in control. @jeremycorbyn @Peston @grahambradymp @heidiallen75,,[],neither
1275,1559242703,VotedleaveEU,"@heidiallen75-I dn't trust u & I certainly dn't believe u.I find it amusing the way politicians say wht they thnk pple want 2hear & then launch in2 the 'themselves being elected'speech-U said pple aren't stupid! 
Too right & we see thro u- you're transparent. 
#PatriotsAwakened",,['PatriotsAwakened'],neither
1276,1559234013,Anonymous,I sure do hope she has @ForChange_Now support too! @heidiallen75 if not IÂm going at this one alone! @RobertaMetsola perfectly aligns with ushttps://twitter.com/adriandeliapn/status/1134092858678501377Â ,,[],offensive_language
1278,1559228935,Andre Eden,"@heidiallen75 @Anna_Soubry Now, now ladies ....pic.twitter.com/OmqoQ3K0FC",,[],neither
