,Unnamed: 0,Unnamed: 0.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month,negativewords,positivewords
348,761,761,yatesy02,phil yates. #standup4Brexitð¬ð§,55313547,1169501980374568960,/yatesy02/status/1169501980374568960,2019-09-05 06:46:15,1567665975,I like Boris as PM but my MP is Alan Duncan and I canât stand him,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I like Boris as PM but my MP is <strong>Alan Duncan</strong> and I canât stand him</p>",[],[],False,[],,6,2,3,True,True,1.1693748995987046e+18,"[{'screen_name': 'TheBlackHorseD5', 'user_id': '2992820751'}, {'screen_name': 'infoukphotodis1', 'user_id': '774318362839179264'}]",neither,9,0,0
349,238,238,Bertie_Wooster,Bertram,776738968717160448,1183357234081947653,/Bertie_Wooster/status/1183357234081947653,2019-10-13 12:22:04,1570969324,"1. Tories and Lib Dems called the referendum.
2. Alan Duncan ran a shit campaign.
3. FBPE Nonces like YOU have spent three years attacking the Left, without whom you cannot win.
4. Swinson wants to prop up Johnson so she can get another coalition.

5-10. Youâre a fucking idiot. https://twitter.com/JolyonMaugham/status/1183336245407166465Â â¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">1. Tories and Lib Dems called the referendum.
2. <strong>Alan Duncan</strong> ran a shit campaign.
3. FBPE Nonces like YOU have spent three years attacking the Left, without whom you cannot win.
4. Swinson wants to prop up Johnson so she can get another coalition.

5-10. Youâre a fucking idiot. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/JolyonMaugham/status/1183336245407166465"" dir=""ltr"" href=""https://t.co/hxQxUtDWGR"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/JolyonMaugham/status/1183336245407166465""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/JolyonMaugham/</span><span class=""invisible"">status/1183336245407166465</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://twitter.com/JolyonMaugham/status/1183336245407166465'],[],False,[],,19,8,3,True,False,,[],offensive_language,10,4,2
350,174,174,quiscustodis,Helen Pen,2598792687,1180452168689684480,/quiscustodis/status/1180452168689684480,2019-10-05 11:58:23,1570276703,"Did you research what Alan Duncan, junior @FCO Minister signed us up to AFTER the 2015 referendum?
Or did you limit your research to 2011?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Did you research what <strong>Alan Duncan</strong>, junior <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2748825764"" dir=""ltr"" href=""/FCO""><s>@</s><b>FCO</b></a> Minister signed us up to AFTER the 2015 referendum?
Or did you limit your research to 2011?</p>",[],[],False,[],,0,0,0,False,True,1.1804406231255327e+18,"[{'screen_name': 'Femi_Sorry', 'user_id': '234694571'}]",neither,10,0,0
351,544,544,Tasseltine,Austin Tasseltine,149636788,1179072704718221313,/Tasseltine/status/1179072704718221313,2019-10-01 16:36:53,1569947813,"...my favourite bit was the bit where Alan Duncan described Priti Patel as unfit to be an MP, let alone a cabinet minister. Yeah, that was a good bit...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">...my favourite bit was the bit where <strong>Alan Duncan</strong> described Priti Patel as unfit to be an MP, let alone a cabinet minister. Yeah, that was a good bit...</p>",[],[],False,[],,1,0,0,False,True,1.1790619610715013e+18,"[{'screen_name': 'Channel4News', 'user_id': '14569869'}]",neither,10,0,1
352,2525,2525,quiscustodis,Helen Pen,2598792687,1172258017208950785,/quiscustodis/status/1172258017208950785,2019-09-12 21:17:45,1568323065,"Sir Alan Duncan, my MP, signed us up during May's farce of Brexit negotiation. Alan Duncan was a junior FCO Minister at the time. May had no intention of leaving EU, she went through motions of pretending to honour the referendum whilst tying us closer to EU and removing A50.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sir <strong>Alan Duncan</strong>, my MP, signed us up during May's farce of Brexit negotiation. <strong>Alan Duncan</strong> was a junior FCO Minister at the time. May had no intention of leaving EU, she went through motions of pretending to honour the referendum whilst tying us closer to EU and removing A50.</p>",[],[],False,[],,0,0,2,True,True,1.172064640471376e+18,"[{'screen_name': 'SaraMac68', 'user_id': '90492110'}, {'screen_name': 'memarkyb', 'user_id': '11475412'}, {'screen_name': 'OffGuardian0', 'user_id': '3171668783'}]",neither,9,1,0
353,3010,3010,UrbanWordsmith,Richard Emery,37396456,1149467598058221568,/UrbanWordsmith/status/1149467598058221568,2019-07-11 23:56:46,1562889406,Alan Duncan has the look of a man who spends most of his time in a foaming rage.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> has the look of a man who spends most of his time in a foaming rage.</p>",[],[],False,[],,0,0,0,False,False,,[],neither,7,0,1
354,2473,2473,LanceForman,Lance Forman MEP,757537572,1127518452166615040,/LanceForman/status/1127518452166615040,2019-05-12 10:18:41,1557656321,I fear itâs too late. The MPs who supported May in the vote of confidence should take responsibility for this chaos.  Alan Duncan is top of the list.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I fear itâs too late. The MPs who supported May in the vote of confidence should take responsibility for this chaos.  <strong>Alan Duncan</strong> is top of the list.</p>",[],[],False,[],,77,12,6,True,True,1.1274861111887052e+18,"[{'screen_name': 'bernardjenkin', 'user_id': '222762589'}]",neither,5,1,1
355,1322,1322,quiscustodis,Helen Pen,2598792687,1145262713553215488,/quiscustodis/status/1145262713553215488,2019-06-30 09:28:03,1561886883,"In the EU or out on May's terms we're signed up to #PESCO.
Sir Alan Duncan, my local MP as an @FCO Minister, has signed us up to that lock stock and barrel. See http://veteransforbritain.ukÂ  for the true picture. Neither LibDems, Tories nor Brexit Party have admitted what's happened.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">In the EU or out on May's terms we're signed up to <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PESCO?src=hash""><s>#</s><b>PESCO</b></a>.
Sir <strong>Alan Duncan</strong>, my local MP as an <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2748825764"" dir=""ltr"" href=""/FCO""><s>@</s><b>FCO</b></a> Minister, has signed us up to that lock stock and barrel. See <a class=""twitter-timeline-link"" data-expanded-url=""http://veteransforbritain.uk"" dir=""ltr"" href=""https://t.co/egQ5qMmqgt"" rel=""nofollow noopener"" target=""_blank"" title=""http://veteransforbritain.uk""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">veteransforbritain.uk</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">Â </span></span></a> for the true picture. Neither LibDems, Tories nor Brexit Party have admitted what's happened.</p>",['http://veteransforbritain.uk'],['PESCO'],False,[],,0,0,1,True,True,1.1449251870177935e+18,"[{'screen_name': 'cleay', 'user_id': '21211690'}, {'screen_name': 'nuffniceness', 'user_id': '80558742'}, {'screen_name': 'MarkusHadzer', 'user_id': '1093133777386328064'}]",neither,6,0,0
356,1213,1213,libdemfightbac,LibDemFightBack #StopBrexit #JailMoscowJohnson,703325232,1175880568082509825,/libdemfightbac/status/1175880568082509825,2019-09-22 21:12:28,1569186748,Alan Duncan & Russian Vitrol Group http://powerbase.info/index.php/Ian_Taylor_(British_businessman)Â â¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Alan Duncan</strong> &amp; Russian Vitrol Group <a class=""twitter-timeline-link"" data-expanded-url=""http://powerbase.info/index.php/Ian_Taylor_(British_businessman)"" dir=""ltr"" href=""https://t.co/FE8ihwwQuE"" rel=""nofollow noopener"" target=""_blank"" title=""http://powerbase.info/index.php/Ian_Taylor_(British_businessman)""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">powerbase.info/index.php/Ian_</span><span class=""invisible"">Taylor_(British_businessman)</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['http://powerbase.info/index.php/Ian_Taylor_(British_businessman)'],[],False,[],,4,1,0,False,True,1.1758798211188572e+18,"[{'screen_name': 'fascinatorfun', 'user_id': '282914879'}]",neither,9,0,0
357,3131,3131,PixieSteven,#CatsofDurham PRINCESS AND THOMAS #FindMissingKobe,810773762362707968,1149282950988599297,/PixieSteven/status/1149282950988599297,2019-07-11 11:43:02,1562845382,Alan Duncan by any chance?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> by any chance?</p>",[],[],False,[],,2,1,1,True,True,1.1490963024850904e+18,"[{'screen_name': 'nicholaswatt', 'user_id': '27695248'}, {'screen_name': 'BBCNewsnight', 'user_id': '20543416'}]",neither,7,0,0
358,720,720,DCKennard,Matt Kennard,591982810,1165544295102894080,/DCKennard/status/1165544295102894080,2019-08-25 08:39:49,1566722389,"Israel embassy spy Shai Masot plotting to take down Alan Duncan was on frontpage of Daily Mail. He was then expelled by the UK. 

The, in my view, much more important revelations - about the embassy's operations on Labour and Corbyn - got hardly any coverage. Guess not surprising","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Israel embassy spy Shai Masot plotting to take down <strong>Alan Duncan</strong> was on frontpage of Daily Mail. He was then expelled by the UK. 

The, in my view, much more important revelations - about the embassy's operations on Labour and Corbyn - got hardly any coverage. Guess not surprising</p>",[],[],False,[],,8,4,0,False,True,1.1655173853208453e+18,"[{'screen_name': 'muadmzaki', 'user_id': '246380574'}, {'screen_name': 'mrwtch', 'user_id': '14809407'}, {'screen_name': 'gordonhastie9', 'user_id': '2805267785'}]",neither,8,2,4
359,2442,2442,PeterHu65796484,Peter Hughes,1052959324723703808,1127683022604648451,/PeterHu65796484/status/1127683022604648451,2019-05-12 21:12:38,1557695558,Alan Duncan is the most arrogant and incompetent person in Parliament. The less he knows about a subject the more arrogant he behaves. He is an appalling peacock who has never done anything of worth whilst an MP.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> is the most arrogant and incompetent person in Parliament. The less he knows about a subject the more arrogant he behaves. He is an appalling peacock who has never done anything of worth whilst an MP.</p>",[],[],False,[],,2,0,0,False,True,1.1276644098731418e+18,"[{'screen_name': 'lucyallan', 'user_id': '16134235'}, {'screen_name': 'Arron_banks', 'user_id': '3390728889'}]",neither,5,4,3
360,3826,3826,TonyGale4,Tony Gale,538800439,1153566505214386176,/TonyGale4/status/1153566505214386176,2019-07-23 07:24:21,1563866661,Looking at the comments it would appear irony needs to be explained. I agree the comments about Alan Duncan but hazard a guess most of them support Johnson a man who thinks writing sh1te for Â£250k a year is a trifle and has only a passing acqaintance with truth https://twitter.com/montie/status/1153554668192182272Â â¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Looking at the comments it would appear irony needs to be explained. I agree the comments about <strong>Alan Duncan</strong> but hazard a guess most of them support Johnson a man who thinks writing sh1te for Â£250k a year is a trifle and has only a passing acqaintance with truth <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/montie/status/1153554668192182272"" dir=""ltr"" href=""https://t.co/bgx68xNQ8X"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/montie/status/1153554668192182272""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/montie/status/</span><span class=""invisible"">1153554668192182272</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://twitter.com/montie/status/1153554668192182272'],[],False,[],,0,0,0,False,False,,[],neither,7,0,1
361,2168,2168,Dinostratus,Kenneth Armitageâï¸,2536886377,1129429741340102661,/Dinostratus/status/1129429741340102661,2019-05-17 16:53:28,1558112008,"Tell me, have you bothered to look into and read any of the documentation relating to EU defence organizations allegedly tying HM Armed Forces to EU military bodies and organizations allegedly agreed/signed by T May and Alan Duncan @VeteransBritain @NDM_UK","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tell me, have you bothered to look into and read any of the documentation relating to EU defence organizations allegedly tying HM Armed Forces to EU military bodies and organizations allegedly agreed/signed by T May and <strong>Alan Duncan</strong> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""700512166949089282"" dir=""ltr"" href=""/VeteransBritain""><s>@</s><b>VeteransBritain</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""168786277"" dir=""ltr"" href=""/NDM_UK""><s>@</s><b>NDM_UK</b></a></p>",[],[],False,[],,73,51,7,True,True,1.1293214633355428e+18,"[{'screen_name': 'DKShrewsbury', 'user_id': '2286550590'}]",neither,5,3,0
362,227,227,billedm,Bill Edmunds,55260186,1184132404962828290,/billedm/status/1184132404962828290,2019-10-15 15:42:20,1571154140,That was while he was living up Osborne's Arse according to the Right Honourable Alan Duncan.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">That was while he was living up Osborne's Arse according to the Right Honourable <strong>Alan Duncan</strong>.</p>",[],[],False,[],,1,0,0,False,True,1.183891322169647e+18,"[{'screen_name': 'Iancoll94354676', 'user_id': '902620050636595203'}, {'screen_name': 'JohnSte17454813', 'user_id': '1114929004442791936'}]",neither,10,0,1
363,3804,3804,hunterathelen,Helen Hunter,702231159,1153574480175927296,/hunterathelen/status/1153574480175927296,2019-07-23 07:56:03,1563868563,"I couldnât agree more Alan Duncan has been working with the EU behind the backs of the people in the UK to gift our military to the EU
Now wouldnât that be something.Iran threatens the UK. The EU is silent.
But they want our military for their own projects. How stupid are our MPs","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I couldnât agree more <strong>Alan Duncan</strong> has been working with the EU behind the backs of the people in the UK to gift our military to the EU
Now wouldnât that be something.Iran threatens the UK. The EU is silent.
But they want our military for their own projects. How stupid are our MPs</p>",[],[],False,[],,14,0,1,True,True,1.1535479447355146e+18,"[{'screen_name': 'brexitblog_info', 'user_id': '801997428'}, {'screen_name': 'ajcdeane', 'user_id': '260632904'}]",neither,7,4,2
364,2727,2727,openbrackets,the_shortalls    #fbpe,288959978,1171191410235715584,/openbrackets/status/1171191410235715584,2019-09-09 22:39:26,1568068766,"hear, hear sir alan duncan
#parliament
#bbc","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">hear, hear sir <strong>alan duncan</strong>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/parliament?src=hash""><s>#</s><b>parliament</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/bbc?src=hash""><s>#</s><b>bbc</b></a></p>",[],"['parliament', 'bbc']",False,[],,0,0,0,False,False,,[],neither,9,0,0
365,3878,3878,MBenett1965,Michael Bennett,610245558,1153524518071066624,/MBenett1965/status/1153524518071066624,2019-07-23 04:37:31,1563856651,Sir Alan Duncan has served as no. 2 to both candidates. He is uniquely placed to judge the character of both men. He has nothing to gain from this. I trust his judgement.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sir <strong>Alan Duncan</strong> has served as no. 2 to both candidates. He is uniquely placed to judge the character of both men. He has nothing to gain from this. I trust his judgement.</p>",[],[],False,[],,2,1,0,False,True,1.1533057137725522e+18,"[{'screen_name': 'bbclaurak', 'user_id': '61183568'}, {'screen_name': 'BBCNews', 'user_id': '612473'}]",neither,7,0,1
366,351,351,eu_boff_now,Jen Sayer #StandUp4Brexit #TheBrexitParty,703679190856540160,1126214360358105090,/eu_boff_now/status/1126214360358105090,2019-05-08 19:56:42,1557345402,"Alan Duncan doing the dirty work for the PM.

#TheBrexitParty #StandUp4Brexit #LeaveMnsLeave #WTOBrexitNOWhttps://twitter.com/VeteransBritain/status/1126115769484443649Â â¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><strong>Alan Duncan</strong> doing the dirty work for the PM.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TheBrexitParty?src=hash""><s>#</s><b>TheBrexitParty</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StandUp4Brexit?src=hash""><s>#</s><b>StandUp4Brexit</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LeaveMnsLeave?src=hash""><s>#</s><b>LeaveMnsLeave</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WTOBrexitNOW?src=hash""><s>#</s><b>WTOBrexitNOW</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/VeteransBritain/status/1126115769484443649"" dir=""ltr"" href=""https://t.co/44VLasMuze"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/VeteransBritain/status/1126115769484443649""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/VeteransBritai</span><span class=""invisible"">n/status/1126115769484443649</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://twitter.com/VeteransBritain/status/1126115769484443649'],"['TheBrexitParty', 'StandUp4Brexit', 'LeaveMnsLeave', 'WTOBrexitNOWhttps']",False,[],,0,0,0,False,False,,[],neither,5,1,0
367,3747,3747,StuartWelsh4,Stuart Welsh ð¬ð§ð,3176506642,1153611673007218688,/StuartWelsh4/status/1153611673007218688,2019-07-23 10:23:50,1563877430,Seems gone under the radar but the weasel that is Sir Alan Duncan tried in HOC yesterday to have a no confidence vote if BOJO becomes leader for once Bercow said no,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Seems gone under the radar but the weasel that is Sir <strong>Alan Duncan</strong> tried in HOC yesterday to have a no confidence vote if BOJO becomes leader for once Bercow said no</p>",[],[],False,[],,0,0,0,False,False,,[],neither,7,0,0
368,1221,1221,rightonehere,Neville Thumbcatch,964148281793286145,1175719007602847744,/rightonehere/status/1175719007602847744,2019-09-22 10:30:29,1569148229,"If they made any of them leader, the Tories could make Sir Alan Duncan leader and they would still get a massive majority.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">If they made any of them leader, the Tories could make Sir <strong>Alan Duncan</strong> leader and they would still get a massive majority.</p>",[],[],False,[],,1,1,1,True,True,1.1757170798713692e+18,"[{'screen_name': 'MarcherLord1', 'user_id': '492034711'}]",neither,9,0,0
369,1237,1237,clooky,Iain Clucas,17535536,1174248327174664193,/clooky/status/1174248327174664193,2019-09-18 09:06:32,1568797592,Alan Duncan on the Tories at War trailer referring to Marc FranÃ§ois pushing his fat face in might just be enough to make me watch it.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> on the Tories at War trailer referring to Marc FranÃ§ois pushing his fat face in might just be enough to make me watch it.</p>",[],[],False,[],,1,0,0,False,False,,[],neither,9,0,0
370,693,693,Orlaaus,"Orla""You're not a sucker to have integrity"" #JC4PM",91359144,1165668007160549377,/Orlaaus/status/1165668007160549377,2019-08-25 16:51:24,1566751884,Looking like Alan Duncan MP is about to leave Tories and cross the floor to Lib Dems leaving 0!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Looking like <strong>Alan Duncan</strong> MP is about to leave Tories and cross the floor to Lib Dems leaving 0!</p>",[],[],False,[],,1,1,0,False,True,1.1656521809316618e+18,"[{'screen_name': 'CNBCJou', 'user_id': '370807603'}, {'screen_name': 'Shagamanx1', 'user_id': '719230064970330114'}]",neither,8,0,0
371,3290,3290,TheAlanJShow,Alanjshow,788368745521557508,1149065318859497473,/TheAlanJShow/status/1149065318859497473,2019-07-10 21:18:15,1562793495,sir alan duncan,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">sir <strong>alan duncan</strong></p>",[],[],False,[],,0,0,1,True,True,1.149001198797611e+18,"[{'screen_name': 'lastcyberpunk', 'user_id': '49349418'}, {'screen_name': 'LBC', 'user_id': '20973388'}]",neither,7,0,0
372,393,393,paulmcoates,Paul Coates,54854006,1124590309667672064,/paulmcoates/status/1124590309667672064,2019-05-04 08:23:18,1556958198,"i am sympathetic for MPs who are struggling with The Brexit Chaos but I shouldnât think our MP, (Sir) Alan Duncan, I got a knighthood from my mate Davey Cam, is one of these. Has he forgotten his constituency. #brexit #Rutlandhttps://www.wired.co.uk/article/brexit-mental-healthÂ â¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">i am sympathetic for MPs who are struggling with The Brexit Chaos but I shouldnât think our MP, (Sir) <strong>Alan Duncan</strong>, I got a knighthood from my mate Davey Cam, is one of these. Has he forgotten his constituency. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/brexit?src=hash""><s>#</s><b>brexit</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Rutland?src=hash""><s>#</s><b>Rutland</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.wired.co.uk/article/brexit-mental-health"" dir=""ltr"" href=""https://t.co/c2oVEFxod3"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.wired.co.uk/article/brexit-mental-health""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">wired.co.uk/article/brexit</span><span class=""invisible"">-mental-health</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://www.wired.co.uk/article/brexit-mental-health'],"['brexit', 'Rutlandhttps']",False,[],,0,0,0,False,False,,[],neither,5,0,1
373,1697,1697,AnExpatScot,A Scot in Exile ð´ó §ó ¢ó ³ó £ó ´ó ¿ ðªðº,3104588470,1136689352145289216,/AnExpatScot/status/1136689352145289216,2019-06-06 17:40:34,1559842834,"RT @newssnp: RT @robmcd85: Tory MPs like Justine Greening, David Mundell, Alan Duncan, Nick Herbert and Daniel Kawczynski who themselves are gay or bisexual, should be equally ashamed of themselves. Enabling these cruel, bitter and twisted policies which send people to theirâ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3225366755"" dir=""ltr"" href=""/newssnp""><s>@</s><b>newssnp</b></a>: RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20341657"" dir=""ltr"" href=""/robmcd85""><s>@</s><b>robmcd85</b></a>: Tory MPs like Justine Greening, David Mundell, <strong>Alan Duncan</strong>, Nick Herbert and Daniel Kawczynski who themselves are gay or bisexual, should be equally ashamed of themselves. Enabling these cruel, bitter and twisted policies which send people to theirâ¦</p>",[],[],False,[],,0,0,0,False,False,,[],neither,6,3,1
374,2634,2634,PhilipCJames,Philip C James ð·ï¸,51147107,1171194286697865223,/PhilipCJames/status/1171194286697865223,2019-09-09 22:50:52,1568069452,"Ser Alan Duncan very scathing about Fixed Term Parliaments Act; wants next Parliament to repeal it

Folks hoist by their own petard are unsurprisingly no longer overly fond of them, but isn't it time we gave up veering & hauling our constitution by simple majority

#EGEmotion","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Ser <strong>Alan Duncan</strong> very scathing about Fixed Term Parliaments Act; wants next Parliament to repeal it

Folks hoist by their own petard are unsurprisingly no longer overly fond of them, but isn't it time we gave up veering &amp; hauling our constitution by simple majority

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/EGEmotion?src=hash""><s>#</s><b>EGEmotion</b></a></p>",[],['EGEmotion'],False,[],,0,0,0,False,False,,[],neither,9,1,4
375,69,69,APHClarkson,Alexander Clarkson,450896622,1158737678784966656,/APHClarkson/status/1158737678784966656,2019-08-06 13:52:45,1565099565,Alan Duncan probably a better candidate,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> probably a better candidate</p>",[],[],False,[],,1,0,0,False,True,1.1586794028693996e+18,"[{'screen_name': 'PeterRNeumann', 'user_id': '591460008'}, {'screen_name': 'LawDavF', 'user_id': '1463193979'}, {'screen_name': 'JohnRentoul', 'user_id': '14085096'}]",neither,8,0,1
376,1611,1611,ColonelPJK,PK,234511469,1138418158346342405,/ColonelPJK/status/1138418158346342405,2019-06-11 12:10:14,1560255014,"Easy to appeal to Tories with that promise, not so much in a general.

Interestingly I think Alan Duncan's interview today is cutting. Should get more press but won't. Also matches what a lot of the sources in @ShippersUnbound books reference. Boris isnt up to it.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Easy to appeal to Tories with that promise, not so much in a general.

Interestingly I think <strong>Alan Duncan</strong>'s interview today is cutting. Should get more press but won't. Also matches what a lot of the sources in <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16133363"" dir=""ltr"" href=""/ShippersUnbound""><s>@</s><b>ShippersUnbound</b></a> books reference. Boris isnt up to it.</p>",[],[],False,[],,1,0,0,False,True,1.1381330873747825e+18,"[{'screen_name': 'Andrew_Gaynor', 'user_id': '794780725'}, {'screen_name': 'timrollpickerin', 'user_id': '23362775'}, {'screen_name': 'DPJHodges', 'user_id': '62123765'}]",neither,6,1,5
377,45,45,Jack_Perkins59,Jack Perkins,873162218719899648,1161355380892590082,/Jack_Perkins59/status/1161355380892590082,2019-08-13 19:14:34,1565723674,He says that but why did @HoC_Speaker_MP  refuse Alan Duncan MP's request for a confirmatory vote to determine whether Boris Johnson actually commanded a majority in the House when he assumed power?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">He says that but why did <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""986991120956747776"" dir=""ltr"" href=""/HoC_Speaker_MP""><s>@</s><b>HoC_Speaker_MP</b></a>  refuse <strong>Alan Duncan</strong> MP's request for a confirmatory vote to determine whether Boris Johnson actually commanded a majority in the House when he assumed power?</p>",[],[],False,[],,0,0,1,True,True,1.161330089591812e+18,"[{'screen_name': 'solange_lebourg', 'user_id': '2527814234'}]",neither,8,0,0
378,3440,3440,TheVietGwent,GJPowell,2293630933,1155809527255764992,/TheVietGwent/status/1155809527255764992,2019-07-29 11:57:19,1564401439,"The strongest Brexit votes tended to be in the depressed Welsh areas that least attract inward migrants. ""A working class tantrum"", if you're Sir Alan Duncan.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The strongest Brexit votes tended to be in the depressed Welsh areas that least attract inward migrants. ""A working class tantrum"", if you're Sir <strong>Alan Duncan</strong>.</p>",[],[],False,[],,0,0,0,False,True,1.155727811887489e+18,"[{'screen_name': 'wibblewobble8', 'user_id': '947126183354826757'}, {'screen_name': 'Brain_spammer', 'user_id': '725277943677640704'}, {'screen_name': 'JGForsyth', 'user_id': '498986721'}]",neither,7,1,0
